date,water_area_km2,precip_mm
2013-01,,106.25528053136976
2013-02,,64.42829058720518
2013-03,,83.51107060297943
2013-04,8.638385655151367,46.54680072475266
2013-05,8.623978983947755,67.0278271720523
2013-06,0.4097218209838867,0.0
2013-07,7.934653269226075,3.5286469983530577
2013-08,8.296199912719727,6.499202280690819
2013-09,8.551488179229736,0.0
2013-10,8.677556473815919,11.052090533923757
2013-11,4.8338235291137694,134.8251989542783
2013-12,1.6153177069601619,180.29144122050369
2014-01,,70.39690644313127
2014-02,,46.78923791406793
2014-03,8.383899167409142,156.16045854248847
2014-04,2.9653087386067707,47.95666593553384
2014-05,0.0,26.397217504707456
2014-06,4.156654654815674,4.989600062370301
2014-07,6.101260001464844,6.942160547871294
2014-08,8.301602769287108,7.132511479513987
2014-09,8.49340669921875,0.0
2014-10,8.273687682128907,44.03966803952452
2014-11,,140.40505658837904
2014-12,,79.62620338328158
2015-01,1.4679267977971096,33.90073877944178
2015-02,4.354137562204877,59.67337765798465
2015-03,10.870797304581943,89.73921799921729
2015-04,2.994724940755208,34.811164125854724
2015-05,0.0,30.239979501608964
2015-06,4.152602274261474,3.83903374078073
2015-07,8.171031710876465,3.66469232590644
2015-08,8.421367459472656,6.454442021174309
2015-09,8.341223764160157,0.0316950078275832
2015-10,6.983286933654785,74.99928488443187
2015-11,4.961689221618652,115.73570724808692
2015-12,0.8757996359489889,155.5872086884775
2016-01,,65.52017150781094
2016-02,0.0009004733276367,91.98914797489462
2016-03,12.59670448013557,177.28842946024608
2016-04,,85.39794492197562
2016-05,,34.72523977118971
2016-06,,0.0
2016-07,7.181394227416993,3.529135371302511
2016-08,4.204830220977783,6.499201870226599
2016-09,7.53483492892456,0.0
2016-10,8.643336895385742,12.057342951114364
2016-11,7.029751537110093,26.850587146186136
2016-12,4.437239147583726,193.34217782422303
2017-01,9.375355170020724,40.683933678127474
2017-02,2.689047084415451,79.29028849549347
2017-03,,207.02100069356928
2017-04,,106.14672713401993
2017-05,8.958959510681153,30.064470878669194
2017-06,7.203007241119385,0.0
2017-07,7.39751012322998,3.578497232971611
2017-08,8.500159289703369,6.684184530715804
2017-09,8.705020244689942,0.0
2017-10,8.734736295196534,10.457888706699835
2017-11,,109.44908139993858
2017-12,5.211440668402458,100.78949791695172
2018-01,9.312089026280063,72.40357282834178
2018-02,,209.5309405274444
2018-03,4.498310328168324,81.02618412613432
2018-04,8.883318001495361,134.32453036832288
2018-05,,90.5489922438786
2018-06,8.684309351287842,0.0
2018-07,8.0787296194458,3.528704829268404
2018-08,7.899983160675049,6.499202357980359
2018-09,8.733835762786866,0.1881025987830791
2018-10,8.589757908630371,46.61583168842854
2018-11,,158.00475326649874
2018-12,4.484616331236118,263.60941274808687
2019-01,,128.1661395424015
2019-02,,80.81995539394492
2019-03,2.1965300311419322,231.5458200248607
2019-04,,145.93539739239984
2019-05,0.0,38.52589175792841
2019-06,8.684309295104981,3.129271149988399
2019-07,8.043162179077148,3.5286489554813936
2019-08,4.648320246826172,6.910316836702956
2019-09,8.636583086669923,0.0
2019-10,8.876562890197754,47.71252625372821
2019-11,9.026493875427246,36.13721382319045
2019-12,4.594604884224686,137.49504286727625
2020-01,,56.78619613228265
2020-02,,118.94070150127344
2020-03,,197.16344525176527
2020-04,,85.29343123226377
2020-05,4.063454123687744,21.14050254279973
2020-06,8.203448159881592,2.87230619851049
2020-07,4.681638144439697,5.494168329588224
2020-08,8.793718134124756,6.50106220542293
2020-09,8.779760406799316,0.0444298372744674
2020-10,8.778409563903809,9.06810936910329
2020-11,,221.5681899362432
2020-12,2.470040768066406,68.7839353757027
2021-01,2.696579125052179,36.37912083938445
2021-02,,98.81332601907054
2021-03,9.572051524208938,109.0757243650737
2021-04,,34.95451472967099
2021-05,2.465837354838053,16.659860563802198
2021-06,8.56184294354248,0.0
2021-07,8.433974103149414,3.56739095410148
2021-08,8.003539852783202,10.82500699937562
2021-09,7.872967569122315,0.0
2021-10,8.497008317565918,21.659905045023773
2021-11,7.669010071105957,67.3442944650685
2021-12,1.8613096077270508,73.5869213146168
2022-01,1.0792077784354417,79.30608676903415
2022-02,0.0,85.42883810368215
2022-03,7.60352393326799,127.26495624592891
2022-04,8.279651869564042,65.13072817142195
2022-05,0.0,21.70806496658605
2022-06,7.796653025085449,1.039776832520307
2022-07,7.0514978322296145,3.528649765056569
2022-08,8.214930836029053,6.499197893090301
2022-09,8.27668923610433,1.0091684913705574
2022-10,4.12018467590332,15.548063061612869
2022-11,8.37499248803711,77.66059980811656
2022-12,8.701868701751708,66.93439822493893
2023-01,1.5034590829120713,76.0605703343402
2023-02,3.035771808526013,58.61233518018828
2023-03,,177.79615919057272
2023-04,0.6146390294322893,107.77813140354752
2023-05,4.168192352369301,85.18030772410033
2023-06,4.781743453735351,5.670838030485007
2023-07,6.139301755615234,3.528973529627036
2023-08,8.452658996292115,6.6427706746391335
2023-09,8.44207860325114,0.0
2023-10,7.627136861541748,14.171317848967112
2023-11,7.493863588012696,99.84194268411773
2023-12,4.719836282520489,61.890064746905615
2024-01,,66.97186514396807
2024-02,0.01555514692358875,111.03977603528092
2024-03,0.0,171.07044100848748
2024-04,2.219513027783955,80.6279075294085
2024-05,0.0003001603393554667,74.27444234041197
2024-06,3.5483732793172202,5.210444805355387
2024-07,2.611415045373535,3.528654315969447
2024-08,8.364334949727377,6.643630999640857
2024-09,8.383546375473022,0.0
2024-10,5.170063505249023,11.9368198738969
2024-11,4.326845507736206,115.97365757309912
2024-12,5.159796296722412,84.73631814973697
2025-01,,24.71207733867457
2025-02,0.3214740843261719,62.15980253889416
2025-03,6.040077227545166,111.22951210287466
2025-04,3.5816021517089838,80.21810446379388
2025-05,2.044896527267456,36.95808154442809
2025-06,5.479922593719483,1.6761472724623734
2025-07,6.4326383615264895,6.319487186578605
2025-08,7.110931408477784,6.638223511395438
2025-09,8.404483233062745,0.0
2025-10,7.622858596130371,9.111274493046295
2025-11,6.9810356968078615,37.05646161174282
2025-12,8.632081049377442,283.22210192767693
